,customer_id,age_group,city,occupation,gender,marital status,avg_income,spending,income_utilization,month,payment_type,category
90,ATQCUS2719,35-45,Bengaluru,Salaried IT Employees,Female,Married,60789,896,1.4739508792709208,August,Credit Card,Electronics
91,ATQCUS3842,21-24,Bengaluru,Salaried IT Employees,Female,Single,50962,937,1.8386248577371374,May,Credit Card,Bills
92,ATQCUS0384,25-34,Delhi NCR,Salaried Other Employees,Male,Married,38958,2078,5.333949381385081,August,Debit Card,Bills
93,ATQCUS2608,35-45,Mumbai,Business Owners,Female,Married,72494,462,0.6372941208927636,May,Debit Card,Travel
94,ATQCUS2674,35-45,Delhi NCR,Salaried Other Employees,Female,Married,40111,1292,3.221061554187131,August,UPI,Groceries
95,ATQCUS3657,35-45,Mumbai,Business Owners,Male,Single,77916,604,0.7751937984496124,June,Net Banking,Entertainment
96,ATQCUS1599,35-45,Hyderabad,Freelancers,Male,Married,37202,238,0.6397505510456427,June,UPI,Health & Wellness
97,ATQCUS0292,25-34,Mumbai,Freelancers,Male,Married,34571,345,0.9979462555320933,July,UPI,Entertainment
98,ATQCUS1224,35-45,Bengaluru,Salaried IT Employees,Male,Married,64773,267,0.41220879069982863,May,Net Banking,Travel
99,ATQCUS2992,45+,Mumbai,Business Owners,Female,Married,77714,470,0.6047816352266001,September,Debit Card,Food
100,ATQCUS0215,25-34,Mumbai,Business Owners,Male,Married,69308,574,0.8281872222542851,July,Debit Card,Bills
101,ATQCUS0157,25-34,Mumbai,Salaried IT Employees,Male,Married,60555,916,1.5126744282057634,August,UPI,Food
102,ATQCUS1390,35-45,Chennai,Salaried IT Employees,Male,Married,68681,539,0.7847876414146561,September,Credit Card,Food
103,ATQCUS0601,25-34,Chennai,Salaried IT Employees,Male,Married,59934,563,0.9393666366336304,October,Credit Card,Bills
104,ATQCUS3531,25-34,Delhi NCR,Freelancers,Male,Single,36083,589,1.6323476429343458,May,UPI,Travel
105,ATQCUS2377,25-34,Chennai,Salaried IT Employees,Female,Married,61140,391,0.6395158652273472,June,Debit Card,Electronics
106,ATQCUS3142,21-24,Mumbai,Salaried IT Employees,Male,Single,49500,172,0.3474747474747475,June,Net Banking,Electronics
107,ATQCUS0786,25-34,Hyderabad,Salaried IT Employees,Male,Married,63075,36,0.057074910820451845,May,Net Banking,Entertainment
108,ATQCUS2672,35-45,Delhi NCR,Salaried Other Employees,Female,Married,38678,573,1.4814623300067222,September,Credit Card,Apparel
109,ATQCUS0977,35-45,Mumbai,Salaried Other Employees,Male,Married,43849,898,2.047937239161669,May,Debit Card,Electronics
110,ATQCUS0515,25-34,Bengaluru,Salaried Other Employees,Male,Married,39782,328,0.8244934895178724,August,Credit Card,Apparel
111,ATQCUS2910,35-45,Hyderabad,Salaried IT Employees,Female,Married,67054,71,0.10588480925820981,June,Net Banking,Entertainment
112,ATQCUS1842,45+,Bengaluru,Salaried Other Employees,Male,Married,43884,63,0.1435602953240361,October,Net Banking,Others
113,ATQCUS1162,35-45,Delhi NCR,Business Owners,Male,Married,77512,310,0.39993807410465476,September,UPI,Health & Wellness
114,ATQCUS1514,35-45,Chennai,Government Employees,Male,Married,55324,463,0.8368881498084015,May,Credit Card,Entertainment
115,ATQCUS2917,35-45,Hyderabad,Salaried Other Employees,Female,Married,42861,532,1.2412216233872284,May,Credit Card,Apparel
116,ATQCUS1502,35-45,Chennai,Freelancers,Male,Married,37606,655,1.74174333882891,May,Credit Card,Travel
117,ATQCUS0530,25-34,Bengaluru,Business Owners,Male,Married,66810,149,0.22302050591228856,June,Net Banking,Electronics
118,ATQCUS0103,21-24,Chennai,Freelancers,Male,Married,26433,497,1.8802254757310937,August,Credit Card,Food
119,ATQCUS0556,25-34,Bengaluru,Freelancers,Male,Married,36642,601,1.6401943125375253,July,Credit Card,Health & Wellness
120,ATQCUS3392,21-24,Chennai,Freelancers,Male,Single,24816,1342,5.407801418439717,June,Debit Card,Bills
121,ATQCUS0433,25-34,Delhi NCR,Freelancers,Male,Married,35999,1243,3.452873690935859,September,UPI,Health & Wellness
122,ATQCUS0508,25-34,Bengaluru,Salaried Other Employees,Male,Married,36313,428,1.1786412579516978,October,Net Banking,Bills
123,ATQCUS1007,35-45,Mumbai,Business Owners,Male,Married,71600,154,0.21508379888268156,July,UPI,Apparel
124,ATQCUS3926,25-34,Mumbai,Salaried Other Employees,Female,Single,39973,193,0.4828259074875541,May,Credit Card,Bills
125,ATQCUS0493,25-34,Bengaluru,Salaried Other Employees,Male,Married,38241,1122,2.9340236918490628,August,Credit Card,Travel
126,ATQCUS3973,25-34,Bengaluru,Freelancers,Female,Single,34085,352,1.0327123368050461,August,Debit Card,Health & Wellness
127,ATQCUS0011,21-24,Mumbai,Salaried IT Employees,Male,Married,45444,345,0.7591761288618959,August,UPI,Food
128,ATQCUS1467,35-45,Chennai,Freelancers,Male,Married,37514,117,0.311883563469638,May,Net Banking,Electronics
129,ATQCUS0741,25-34,Chennai,Freelancers,Male,Married,33603,39,0.11606106597625211,October,Debit Card,Others
130,ATQCUS2085,25-34,Mumbai,Salaried IT Employees,Female,Married,61814,565,0.9140324198401656,September,UPI,Health & Wellness
131,ATQCUS0104,21-24,Chennai,Freelancers,Male,Married,27352,93,0.3400116993272887,July,Net Banking,Health & Wellness
132,ATQCUS2125,25-34,Mumbai,Salaried Other Employees,Female,Married,40170,117,0.2912621359223301,September,Net Banking,Food
133,ATQCUS1553,35-45,Hyderabad,Salaried Other Employees,Male,Married,39682,176,0.44352603195403456,June,Debit Card,Entertainment
134,ATQCUS2520,25-34,Hyderabad,Government Employees,Female,Married,53546,98,0.18302020692488702,August,Net Banking,Entertainment
135,ATQCUS1127,35-45,Delhi NCR,Salaried Other Employees,Male,Married,43122,280,0.6493205324428366,May,Debit Card,Apparel
136,ATQCUS0501,25-34,Bengaluru,Salaried Other Employees,Male,Married,39550,236,0.5967130214917826,June,Net Banking,Groceries
137,ATQCUS1296,35-45,Bengaluru,Freelancers,Male,Married,39072,424,1.0851760851760852,September,UPI,Others
138,ATQCUS2226,25-34,Delhi NCR,Salaried Other Employees,Female,Married,38873,242,0.622540066369974,August,Debit Card,Entertainment
139,ATQCUS1404,35-45,Chennai,Salaried Other Employees,Male,Married,41569,123,0.29589357453871873,August,UPI,Others
140,ATQCUS2342,25-34,Bengaluru,Government Employees,Female,Married,50813,69,0.13579202172672347,June,Net Banking,Others
141,ATQCUS0423,25-34,Delhi NCR,Freelancers,Male,Married,34277,245,0.7147650027715378,September,Net Banking,Entertainment
142,ATQCUS0712,25-34,Chennai,Freelancers,Male,Married,35619,149,0.4183160672674696,August,Net Banking,Electronics
143,ATQCUS3084,45+,Bengaluru,Government Employees,Female,Married,62197,55,0.08842870234898789,May,Net Banking,Apparel
144,ATQCUS2626,35-45,Mumbai,Freelancers,Female,Married,36957,76,0.2056443975430906,October,Debit Card,Others
145,ATQCUS1647,35-45,Hyderabad,Government Employees,Male,Married,53237,400,0.7513571388320153,October,Credit Card,Food
146,ATQCUS3160,21-24,Mumbai,Salaried IT Employees,Male,Single,48707,765,1.570616133204673,June,UPI,Health & Wellness
147,ATQCUS0961,35-45,Mumbai,Salaried Other Employees,Male,Married,40365,534,1.3229282794500186,September,Credit Card,Health & Wellness
148,ATQCUS0957,35-45,Mumbai,Salaried Other Employees,Male,Married,43081,1594,3.7000069636266573,October,Credit Card,Bills
149,ATQCUS1588,35-45,Hyderabad,Business Owners,Male,Married,78132,690,0.8831208723698356,May,Credit Card,Food
150,ATQCUS2321,25-34,Bengaluru,Business Owners,Female,Married,70018,514,0.7340969464994715,October,Net Banking,Entertainment
151,ATQCUS3794,21-24,Mumbai,Freelancers,Female,Single,26417,826,3.126774425559299,October,Net Banking,Groceries
152,ATQCUS1674,45+,Mumbai,Salaried Other Employees,Male,Married,46665,278,0.5957355619843565,September,Debit Card,Health & Wellness
153,ATQCUS2367,25-34,Chennai,Salaried IT Employees,Female,Married,59238,123,0.20763698977008002,August,Net Banking,Entertainment
154,ATQCUS1761,45+,Delhi NCR,Salaried IT Employees,Male,Married,66755,287,0.4299303422964572,September,Net Banking,Health & Wellness
155,ATQCUS1036,35-45,Mumbai,Freelancers,Male,Married,35532,1873,5.271304739389845,October,Credit Card,Bills
156,ATQCUS3283,21-24,Delhi NCR,Business Owners,Male,Single,56785,410,0.7220216606498195,September,Credit Card,Apparel
157,ATQCUS2168,25-34,Mumbai,Government Employees,Female,Married,51986,1194,2.2967722079021273,July,Credit Card,Health & Wellness
158,ATQCUS1604,35-45,Hyderabad,Freelancers,Male,Married,37121,173,0.4660434794321273,July,Debit Card,Entertainment
159,ATQCUS0845,25-34,Hyderabad,Business Owners,Male,Married,72761,421,0.5786066711562513,September,UPI,Apparel
160,ATQCUS1452,35-45,Chennai,Business Owners,Male,Married,75279,149,0.19793036570623945,October,Credit Card,Apparel
161,ATQCUS0706,25-34,Chennai,Business Owners,Male,Married,71665,1031,1.4386381078629735,June,UPI,Electronics
162,ATQCUS0624,25-34,Chennai,Salaried IT Employees,Male,Married,62725,332,0.5292945396572339,May,Credit Card,Apparel
163,ATQCUS0055,21-24,Delhi NCR,Business Owners,Male,Married,51203,122,0.2382672890260336,September,Net Banking,Apparel
164,ATQCUS3850,21-24,Bengaluru,Salaried Other Employees,Female,Single,28939,1071,3.700888074916203,August,Debit Card,Health & Wellness
165,ATQCUS1149,35-45,Delhi NCR,Business Owners,Male,Married,72119,2705,3.7507452959691623,September,Credit Card,Health & Wellness
166,ATQCUS1873,45+,Bengaluru,Freelancers,Male,Married,39054,620,1.587545449889896,August,Debit Card,Apparel
167,ATQCUS2782,35-45,Chennai,Salaried IT Employees,Female,Married,61486,297,0.48303678886250534,October,UPI,Entertainment
168,ATQCUS3047,45+,Bengaluru,Salaried IT Employees,Female,Married,73513,960,1.3058914749772148,May,Credit Card,Travel
169,ATQCUS2596,35-45,Mumbai,Salaried Other Employees,Female,Married,42364,1090,2.5729392880747803,June,Credit Card,Travel
170,ATQCUS2437,25-34,Chennai,Freelancers,Female,Married,32675,117,0.35807192042846214,June,Net Banking,Groceries
171,ATQCUS2728,35-45,Bengaluru,Salaried IT Employees,Female,Married,64386,749,1.1632963687758209,July,Credit Card,Bills
172,ATQCUS1524,35-45,Hyderabad,Salaried IT Employees,Male,Married,67145,552,0.822101422295033,May,Debit Card,Bills
173,ATQCUS1039,35-45,Mumbai,Freelancers,Male,Married,36239,253,0.6981428847374376,August,Debit Card,Electronics
174,ATQCUS2500,25-34,Hyderabad,Business Owners,Female,Married,71171,157,0.22059546725492124,August,Net Banking,Travel
175,ATQCUS0142,25-34,Mumbai,Salaried IT Employees,Male,Married,60592,1354,2.2346184314761026,September,Debit Card,Travel
176,ATQCUS2840,35-45,Chennai,Salaried Other Employees,Female,Married,44692,481,1.0762552582117606,May,Debit Card,Groceries
177,ATQCUS2194,25-34,Delhi NCR,Salaried IT Employees,Female,Married,64078,2068,3.227316707762415,September,Debit Card,Electronics
178,ATQCUS3081,45+,Bengaluru,Freelancers,Female,Married,41831,1690,4.040065979775765,May,UPI,Health & Wellness
179,ATQCUS2216,25-34,Delhi NCR,Salaried IT Employees,Female,Married,65656,716,1.0905324722797614,August,UPI,Bills
180,ATQCUS3328,21-24,Bengaluru,Salaried Other Employees,Male,Single,29969,189,0.6306516733958424,October,Net Banking,Food
181,ATQCUS2497,25-34,Hyderabad,Business Owners,Female,Married,69449,66,0.0950337657849645,July,Debit Card,Others
182,ATQCUS0562,25-34,Bengaluru,Freelancers,Male,Married,35218,203,0.5764097904480663,May,UPI,Food
183,ATQCUS3514,25-34,Delhi NCR,Salaried Other Employees,Male,Single,38648,582,1.505899399710205,July,UPI,Apparel
184,ATQCUS0295,25-34,Mumbai,Government Employees,Male,Married,51565,492,0.9541355570639,October,UPI,Groceries
185,ATQCUS1100,35-45,Delhi NCR,Salaried IT Employees,Male,Married,62938,93,0.1477644666179415,October,Net Banking,Groceries
186,ATQCUS1458,35-45,Chennai,Business Owners,Male,Married,75325,60,0.07965482907401261,October,Net Banking,Others
187,ATQCUS1832,45+,Bengaluru,Salaried Other Employees,Male,Married,46183,137,0.29664595197367,June,Net Banking,Travel
188,ATQCUS3046,45+,Bengaluru,Salaried IT Employees,Female,Married,66994,1237,1.846434009015733,August,Credit Card,Travel
189,ATQCUS3132,45+,Hyderabad,Business Owners,Female,Married,70471,209,0.29657589646805066,June,Debit Card,Apparel
190,ATQCUS0683,25-34,Chennai,Business Owners,Male,Married,70551,306,0.4337287919377471,August,Credit Card,Food
191,ATQCUS3402,21-24,Chennai,Government Employees,Male,Single,40600,172,0.4236453201970443,May,UPI,Entertainment
192,ATQCUS1063,35-45,Mumbai,Government Employees,Male,Married,52731,658,1.2478428249037568,June,Credit Card,Food
193,ATQCUS3703,35-45,Chennai,Business Owners,Male,Single,68724,113,0.1644258192189046,May,Net Banking,Food
194,ATQCUS2062,21-24,Chennai,Salaried Other Employees,Female,Married,30144,863,2.862924628450106,August,Net Banking,Health & Wellness
195,ATQCUS3488,25-34,Mumbai,Freelancers,Male,Single,33314,752,2.257309239358828,October,UPI,Travel
196,ATQCUS1025,35-45,Mumbai,Freelancers,Male,Married,36946,522,1.4128728414442702,July,Debit Card,Electronics
197,ATQCUS2271,25-34,Delhi NCR,Government Employees,Female,Married,51579,194,0.37612206518156616,July,Net Banking,Entertainment
198,ATQCUS2080,25-34,Mumbai,Salaried IT Employees,Female,Married,60497,213,0.3520835743921186,October,Net Banking,Travel
199,ATQCUS2983,45+,Mumbai,Salaried Other Employees,Female,Married,41940,541,1.289938006676204,July,UPI,Electronics
200,ATQCUS1110,35-45,Delhi NCR,Salaried Other Employees,Male,Married,38557,228,0.591332313198641,August,UPI,Entertainment
201,ATQCUS1331,35-45,Bengaluru,Freelancers,Male,Married,34652,350,1.0100427103774674,May,Credit Card,Health & Wellness
202,ATQCUS3683,35-45,Bengaluru,Salaried Other Employees,Male,Single,41715,171,0.40992448759439054,July,UPI,Apparel
203,ATQCUS3604,25-34,Chennai,Freelancers,Male,Single,35211,1176,3.3398653829769107,September,Debit Card,Groceries
204,ATQCUS2493,25-34,Hyderabad,Salaried Other Employees,Female,Married,41039,916,2.2320231974463316,June,UPI,Electronics
205,ATQCUS0884,25-34,Hyderabad,Government Employees,Male,Married,51725,433,0.8371193813436442,July,Net Banking,Bills
206,ATQCUS1424,35-45,Chennai,Salaried Other Employees,Male,Married,43711,421,0.963144288623001,September,UPI,Apparel
207,ATQCUS1266,35-45,Bengaluru,Salaried Other Employees,Male,Married,39352,1121,2.8486480992071557,August,UPI,Electronics
208,ATQCUS3455,25-34,Mumbai,Salaried IT Employees,Male,Single,62074,122,0.19653961400908593,August,Debit Card,Others
209,ATQCUS1953,45+,Hyderabad,Salaried IT Employees,Male,Married,68569,358,0.5221018244396156,June,Net Banking,Groceries
210,ATQCUS0739,25-34,Chennai,Freelancers,Male,Married,35430,138,0.38950042337002544,July,Net Banking,Apparel
211,ATQCUS2077,21-24,Hyderabad,Freelancers,Female,Married,26391,714,2.7054677731044676,August,Credit Card,Food
212,ATQCUS1861,45+,Bengaluru,Business Owners,Male,Married,84414,2282,2.703343047361812,September,UPI,Groceries
213,ATQCUS1567,35-45,Hyderabad,Salaried Other Employees,Male,Married,45720,143,0.3127734033245844,June,UPI,Bills
214,ATQCUS2018,21-24,Mumbai,Salaried Other Employees,Female,Married,29852,399,1.3365938630577516,May,Debit Card,Apparel
215,ATQCUS0137,25-34,Mumbai,Salaried IT Employees,Male,Married,62476,165,0.2641014149433382,July,Net Banking,Food
216,ATQCUS1130,35-45,Delhi NCR,Salaried Other Employees,Male,Married,40680,1305,3.2079646017699117,July,Credit Card,Bills
217,ATQCUS0301,25-34,Mumbai,Government Employees,Male,Married,51844,620,1.1958953784430213,June,UPI,Travel
218,ATQCUS3112,45+,Chennai,Freelancers,Female,Married,39273,84,0.2138874035596975,August,Net Banking,Groceries
219,ATQCUS2900,35-45,Hyderabad,Salaried IT Employees,Female,Married,65896,3220,4.8864877989559306,September,Debit Card,Bills
220,ATQCUS2398,25-34,Chennai,Salaried Other Employees,Female,Married,40550,234,0.5770653514180024,June,Net Banking,Food
221,ATQCUS2772,35-45,Bengaluru,Freelancers,Female,Married,35259,482,1.3670268583907654,September,UPI,Entertainment
222,ATQCUS1077,35-45,Delhi NCR,Salaried IT Employees,Male,Married,65586,1076,1.6405940292135517,June,Credit Card,Food
223,ATQCUS2970,45+,Mumbai,Salaried IT Employees,Female,Married,69290,420,0.6061480733150526,September,Credit Card,Food
224,ATQCUS0310,25-34,Mumbai,Government Employees,Male,Married,50234,386,0.7684038698889198,June,UPI,Entertainment
